overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
2 or more overlapping,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",286936.1446573073
2 or more overlapping,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,129775.8282172016
2 or more overlapping,hydrological,Estonia,Europe & Central Asia,1. High income: OECD,None,6186.633924156427
2 or more overlapping,hydrological,Estonia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,1030459.0708579432
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,323195.2900223376
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,0.0
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Lakes,4665.194289892912
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,16571003.069642443
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1962153.9214888997
2 or more overlapping,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,6670301.598518016
2 or more overlapping,hydrological,Falkland Islands,Latin America & Caribbean,1. High income: OECD,None,0.17771251499652863
2 or more overlapping,hydrological,Falkland Islands,Latin America & Caribbean,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",107.82228741794825
2 or more overlapping,hydrological,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,None,0.0
2 or more overlapping,hydrological,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",0.0
2 or more overlapping,hydrological,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,None,0.0
2 or more overlapping,hydrological,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,None,4415140.623803973
2 or more overlapping,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,153461.07077401178
2 or more overlapping,hydrological,Finland,Europe & Central Asia,1. High income: OECD,None,7832.560855522752
2 or more overlapping,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,12083.754547898658
2 or more overlapping,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Tundra,0.0
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Deserts & Xeric Shrublands,59714.88554117293
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Mangroves,160233.20306260313
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",5801136.648602785
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,None,296701.7493034492
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,11149078.534954334
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,605982.1721296313
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,hydrological,France,Europe & Central Asia,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,161360.42105061794
2 or more overlapping,hydrological,French Polynesia,East Asia & Pacific,2. High income: nonOECD,None,0.0
2 or more overlapping,hydrological,French Polynesia,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,hydrological,French Southern and Antarctic Lands,Sub-Saharan Africa,2. High income: nonOECD,None,0.0
2 or more overlapping,hydrological,French Southern and Antarctic Lands,Sub-Saharan Africa,2. High income: nonOECD,Tundra,0.0
2 or more overlapping,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,Mangroves,505095.8747219816
2 or more overlapping,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,None,56.92378145456314
2 or more overlapping,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",410306.08578792494
2 or more overlapping,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,325503.8978746064
2 or more overlapping,hydrological,Gambia,Sub-Saharan Africa,5. Low income,Mangroves,616721.9922467603
2 or more overlapping,hydrological,Gambia,Sub-Saharan Africa,5. Low income,None,367.2728034257889
2 or more overlapping,hydrological,Gambia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1110096.4649465177
2 or more overlapping,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,Deserts & Xeric Shrublands,7593.3611330240965
2 or more overlapping,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,1576957.7604352643
2 or more overlapping,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",124366.57846138044
2 or more overlapping,hydrological,Germany,Europe & Central Asia,1. High income: OECD,None,17817.84028483741
2 or more overlapping,hydrological,Germany,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,30929599.484286707
2 or more overlapping,hydrological,Germany,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,54203.17747900711
2 or more overlapping,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,Mangroves,0.0
2 or more overlapping,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,None,6161.269077137113
2 or more overlapping,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6976988.974302078
2 or more overlapping,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,6800470.288393203
2 or more overlapping,hydrological,Greece,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",5950040.527176831
2 or more overlapping,hydrological,Greece,Europe & Central Asia,1. High income: OECD,None,75909.42361996882
2 or more overlapping,hydrological,Greece,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,187348.69477982726
2 or more overlapping,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,None,0.0
2 or more overlapping,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,Rock & Ice,0.0
2 or more overlapping,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,Tundra,0.0
2 or more overlapping,hydrological,Grenada,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,hydrological,Grenada,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,hydrological,Guam,East Asia & Pacific,2. High income: nonOECD,None,0.0
2 or more overlapping,hydrological,Guam,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Deserts & Xeric Shrublands,155743.40488455608
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Mangroves,61945.28933371266
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,None,1369.633091032505
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,2111163.5821795277
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,657104.716345053
2 or more overlapping,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,4535346.158059034
2 or more overlapping,hydrological,Guinea,Sub-Saharan Africa,5. Low income,Mangroves,244783.09609818272
2 or more overlapping,hydrological,Guinea,Sub-Saharan Africa,5. Low income,None,0.0
2 or more overlapping,hydrological,Guinea,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1554588.953214956
2 or more overlapping,hydrological,Guinea,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,2113465.947717239
2 or more overlapping,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,Mangroves,145534.45463084895
2 or more overlapping,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,None,2450.6624146550894
2 or more overlapping,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",419359.2040332268
2 or more overlapping,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,Mangroves,246.80310380458832
2 or more overlapping,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,None,403.7524636052549
2 or more overlapping,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5998.870821144432
2 or more overlapping,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,624813.1206386029
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,Flooded Grasslands & Savannas,41210.340704999864
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,Mangroves,719943.2734018639
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,None,195697.31848839484
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Coniferous Forests,140556.22828041762
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Dry Broadleaf Forests,1357087.08487665
2 or more overlapping,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,4304687.174141933
2 or more overlapping,hydrological,Heard Island and McDonald Islands,Sub-Saharan Africa,5. Low income,Tundra,0.0
2 or more overlapping,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Mangroves,19723.971312645357
2 or more overlapping,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,None,1002.385675907135
2 or more overlapping,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,643943.5351284386
2 or more overlapping,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,2338945.731260627
2 or more overlapping,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,1256923.0837745848
2 or more overlapping,hydrological,Hong Kong S.A.R.,East Asia & Pacific,2. High income: nonOECD,None,136134.17621032707
2 or more overlapping,hydrological,Hong Kong S.A.R.,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,2679139.1745543815
2 or more overlapping,hydrological,Hungary,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,4223701.660477194
2 or more overlapping,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,0.0
2 or more overlapping,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,None,0.0
2 or more overlapping,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,Rock & Ice,0.0
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Deserts & Xeric Shrublands,57328195.991361134
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Flooded Grasslands & Savannas,56148.29101443314
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Mangroves,4260294.181756585
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Montane Grasslands & Shrublands,268110.6094838191
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,None,1486019.5756992002
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Rock & Ice,86.62279614806175
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,11469986.199841985
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Temperate Conifer Forests,196352.96212687308
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Coniferous Forests,5053062.058127591
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,95831211.19436032
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5271402.446376858
2 or more overlapping,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,264009998.15521336
2 or more overlapping,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Mangroves,1615421.1822822532
2 or more overlapping,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Montane Grasslands & Shrublands,52583.00539279403
2 or more overlapping,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,None,2550886.7232079026
2 or more overlapping,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Coniferous Forests,100401.37213576958
2 or more overlapping,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,3876586.0552680185
