overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
3 or more overlapping,travel_footprint,Tunisia,Middle East & North Africa,3. Upper middle income,Temperate Conifer Forests,0.0
3 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",25172340.125987835
3 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,None,1472548.73926053
3 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,17866448.576430853
3 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,Temperate Conifer Forests,1500595.0099518069
3 or more overlapping,travel_footprint,Turkey,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",1467099.8820158616
3 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Deserts & Xeric Shrublands,408452.810384947
3 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Lakes,0.0
3 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,Montane Grasslands & Shrublands,91690.1434456557
3 or more overlapping,travel_footprint,Turkmenistan,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",6125.504913566634
3 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
3 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,None,0.0
3 or more overlapping,travel_footprint,Turks and Caicos Islands,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Coniferous Forests,0.0
3 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Lakes,0.0
3 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,147126.632814385
3 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11869995.554770062
3 or more overlapping,travel_footprint,Uganda,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,5153748.4298837865
3 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,None,17461.33188264817
3 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,1668031.624594235
3 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,Temperate Conifer Forests,668203.8623503412
3 or more overlapping,travel_footprint,Ukraine,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",2348056.192198478
3 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,6017976.122355942
3 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,None,578578.8301027901
3 or more overlapping,travel_footprint,United Arab Emirates,Middle East & North Africa,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",18253.157950639725
3 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",608.7854745984077
3 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,None,31959.803801855072
3 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,10033388.302811837
3 or more overlapping,travel_footprint,United Kingdom,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,130980.6920937309
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,306947.3732197827
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Lakes,154663.77968483296
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Mangroves,347013.14838773664
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,2109434.677505878
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,None,834.7694733100943
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",16701887.317149032
3 or more overlapping,travel_footprint,United Republic of Tanzania,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,7331397.097795931
3 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
3 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,None,0.0
3 or more overlapping,travel_footprint,United States Virgin Islands,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Boreal Forests/Taiga,0.0
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Deserts & Xeric Shrublands,15225247.478079205
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Flooded Grasslands & Savannas,3996400.5289495178
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Lakes,187407.9378804299
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",27334315.64266493
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,None,1622761.0268352192
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Rock & Ice,0.0
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Temperate Broadleaf & Mixed Forests,116387754.75070621
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Temperate Conifer Forests,34870199.96553144
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",24477986.191716332
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Coniferous Forests,46238.90474013309
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7766533.978870708
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,868593.9016476423
3 or more overlapping,travel_footprint,United States of America,North America,1. High income: OECD,Tundra,6.0
3 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,None,8480.512363720685
3 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",946.2919861264527
3 or more overlapping,travel_footprint,Uruguay,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2061602.7494420605
3 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Deserts & Xeric Shrublands,1554936.4501727808
3 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Lakes,5.510045528411865
3 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,Montane Grasslands & Shrublands,0.0
3 or more overlapping,travel_footprint,Uzbekistan,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",5915524.143073673
3 or more overlapping,travel_footprint,Vanuatu,East Asia & Pacific,4. Lower middle income,None,0.0
3 or more overlapping,travel_footprint,Vanuatu,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,3085629.055651993
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,305.4721659347415
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Mangroves,108771.98706775624
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,70.68676441907883
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,None,234646.99891102314
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,448825.70915510715
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",100541.57647916861
3 or more overlapping,travel_footprint,Venezuela,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,2096763.5021667636
3 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Mangroves,5321228.91289893
3 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,None,701242.0550168876
3 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,24793504.02904629
3 or more overlapping,travel_footprint,Vietnam,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,30984511.11925628
3 or more overlapping,travel_footprint,Wallis and Futuna,East Asia & Pacific,4. Lower middle income,None,0.0
3 or more overlapping,travel_footprint,Wallis and Futuna,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,travel_footprint,Yemen,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,2445134.358511172
3 or more overlapping,travel_footprint,Yemen,Middle East & North Africa,4. Lower middle income,None,0.0
3 or more overlapping,travel_footprint,Zambia,Sub-Saharan Africa,4. Lower middle income,Flooded Grasslands & Savannas,522513.22782940126
3 or more overlapping,travel_footprint,Zambia,Sub-Saharan Africa,4. Lower middle income,Lakes,60.147003766614944
3 or more overlapping,travel_footprint,Zambia,Sub-Saharan Africa,4. Lower middle income,Montane Grasslands & Shrublands,31805.478357541328
3 or more overlapping,travel_footprint,Zambia,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,15303.09762560483
3 or more overlapping,travel_footprint,Zambia,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",12555987.187765708
3 or more overlapping,travel_footprint,Zimbabwe,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,128848.23764984775
3 or more overlapping,travel_footprint,Zimbabwe,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6872451.724289614
3 or more overlapping,travel_footprint,eSwatini,Sub-Saharan Africa,4. Lower middle income,Montane Grasslands & Shrublands,583746.6492463036
3 or more overlapping,travel_footprint,eSwatini,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",484380.3026546696
3 or more overlapping,travel_footprint,eSwatini,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,120346.34494215623
3 or more overlapping,combined_total,Afghanistan,South Asia,5. Low income,Deserts & Xeric Shrublands,14997755.152772892
3 or more overlapping,combined_total,Afghanistan,South Asia,5. Low income,Montane Grasslands & Shrublands,88081.49165651354
3 or more overlapping,combined_total,Afghanistan,South Asia,5. Low income,Rock & Ice,0.0
3 or more overlapping,combined_total,Afghanistan,South Asia,5. Low income,Temperate Conifer Forests,83555.35928016435
3 or more overlapping,combined_total,Afghanistan,South Asia,5. Low income,"Temperate Grasslands, Savannas & Shrublands",2.9814102351665497
3 or more overlapping,combined_total,Albania,Europe & Central Asia,4. Lower middle income,"Mediterranean Forests, Woodlands & Scrub",140323.79451556876
3 or more overlapping,combined_total,Albania,Europe & Central Asia,4. Lower middle income,None,0.0
3 or more overlapping,combined_total,Albania,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,8976.258492673747
3 or more overlapping,combined_total,Algeria,Middle East & North Africa,3. Upper middle income,Deserts & Xeric Shrublands,241888.70194575674
3 or more overlapping,combined_total,Algeria,Middle East & North Africa,3. Upper middle income,Flooded Grasslands & Savannas,38768.80026410718
3 or more overlapping,combined_total,Algeria,Middle East & North Africa,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",24694954.876730118
3 or more overlapping,combined_total,Algeria,Middle East & North Africa,3. Upper middle income,None,0.0
3 or more overlapping,combined_total,Algeria,Middle East & North Africa,3. Upper middle income,Temperate Conifer Forests,1921341.2962276377
3 or more overlapping,combined_total,American Samoa,East Asia & Pacific,3. Upper middle income,None,0.0
3 or more overlapping,combined_total,American Samoa,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,Andorra,Europe & Central Asia,2. High income: nonOECD,Temperate Broadleaf & Mixed Forests,73825.0894337818
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,581498.9525486818
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Flooded Grasslands & Savannas,0.0
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Mangroves,1588.0372575819492
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Montane Grasslands & Shrublands,11911302.78637661
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,None,159574.08989731222
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",10105724.834099257
3 or more overlapping,combined_total,Angola,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,71244.00191727094
3 or more overlapping,combined_total,Anguilla,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Antarctica,Antarctica,2. High income: nonOECD,None,0.0
3 or more overlapping,combined_total,Antarctica,Antarctica,2. High income: nonOECD,Rock & Ice,0.0
3 or more overlapping,combined_total,Antarctica,Antarctica,2. High income: nonOECD,Tundra,0.0
3 or more overlapping,combined_total,Antigua and Barbuda,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,309890.2705036369
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,122015.93440357386
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,None,1012970.513523005
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,Rock & Ice,0.0
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,Temperate Broadleaf & Mixed Forests,3246.2671696022153
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",19438624.09059619
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5034017.396551069
3 or more overlapping,combined_total,Argentina,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,2373765.7905996903
3 or more overlapping,combined_total,Armenia,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,511303.6111175269
3 or more overlapping,combined_total,Armenia,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",2237406.6975601674
3 or more overlapping,combined_total,Aruba,Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,Deserts & Xeric Shrublands,18172.283046083525
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",3894690.8822234976
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,Montane Grasslands & Shrublands,3438.89206994744
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,None,314928.6511673408
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,Temperate Broadleaf & Mixed Forests,18346265.695822343
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",302432.3722738918
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,"Tropical & Subtropical Grasslands, Savannas & Shrublands",202745.79248105263
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,335940.555719466
3 or more overlapping,combined_total,Australia,East Asia & Pacific,1. High income: OECD,Tundra,0.0
3 or more overlapping,combined_total,Austria,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,6341453.933859421
3 or more overlapping,combined_total,Austria,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,1728858.2461086872
3 or more overlapping,combined_total,Azerbaijan,Europe & Central Asia,3. Upper middle income,Deserts & Xeric Shrublands,865811.6985885955
3 or more overlapping,combined_total,Azerbaijan,Europe & Central Asia,3. Upper middle income,Lakes,4686.907799910754
3 or more overlapping,combined_total,Azerbaijan,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,1142803.7388085239
3 or more overlapping,combined_total,Azerbaijan,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",368915.2906154641
3 or more overlapping,combined_total,Bahrain,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,893703.0571725573
3 or more overlapping,combined_total,Bangladesh,South Asia,5. Low income,Mangroves,6822501.651225716
3 or more overlapping,combined_total,Bangladesh,South Asia,5. Low income,None,674584.3548912392
3 or more overlapping,combined_total,Bangladesh,South Asia,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.0
3 or more overlapping,combined_total,Bangladesh,South Asia,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,34850201.06186927
3 or more overlapping,combined_total,Barbados,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Belarus,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,5357945.615057771
3 or more overlapping,combined_total,Belgium,Europe & Central Asia,1. High income: OECD,None,13101.871079766926
3 or more overlapping,combined_total,Belgium,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,7404391.275378996
3 or more overlapping,combined_total,Belize,Latin America & Caribbean,4. Lower middle income,Mangroves,43532.64787861612
3 or more overlapping,combined_total,Belize,Latin America & Caribbean,4. Lower middle income,None,25028.380633711815
3 or more overlapping,combined_total,Belize,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,28963.26871541515
3 or more overlapping,combined_total,Belize,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,259242.7206337045
3 or more overlapping,combined_total,Benin,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5533259.82335233
3 or more overlapping,combined_total,Benin,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,720104.467296794
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Montane Grasslands & Shrublands,0.0
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Rock & Ice,0.0
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,118.36330822110176
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Temperate Conifer Forests,0.0
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Tropical & Subtropical Coniferous Forests,0.0
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.0
3 or more overlapping,combined_total,Bhutan,South Asia,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,2702.3728067725897
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,Flooded Grasslands & Savannas,17132.273615567014
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,Lakes,0.0
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,Montane Grasslands & Shrublands,58624.05822935946
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,2920436.843782851
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",456191.12128402875
3 or more overlapping,combined_total,Bolivia,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,748838.6931144657
3 or more overlapping,combined_total,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
3 or more overlapping,combined_total,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,None,0.0
3 or more overlapping,combined_total,Bosnia and Herzegovina,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",13.213325887918472
3 or more overlapping,combined_total,Bosnia and Herzegovina,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,3267524.405416307
3 or more overlapping,combined_total,Botswana,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,4433.583728976548
3 or more overlapping,combined_total,Botswana,Sub-Saharan Africa,3. Upper middle income,Flooded Grasslands & Savannas,2804.311821534764
3 or more overlapping,combined_total,Botswana,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",572800.3493113869
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,9108187.918809975
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,19719.530434773653
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,Mangroves,940299.3201147718
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,None,1251120.804739885
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,1227188.514829637
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",15738166.443891741
3 or more overlapping,combined_total,Brazil,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,43983553.38964979
3 or more overlapping,combined_total,British Indian Ocean Territory,Sub-Saharan Africa,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,British Virgin Islands,Latin America & Caribbean,1. High income: OECD,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Brunei,East Asia & Pacific,2. High income: nonOECD,Mangroves,3086.4037497341633
3 or more overlapping,combined_total,Brunei,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,141159.60188689176
3 or more overlapping,combined_total,Bulgaria,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",0.0
3 or more overlapping,combined_total,Bulgaria,Europe & Central Asia,3. Upper middle income,None,4860.069703325629
3 or more overlapping,combined_total,Bulgaria,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,1483369.0254166387
3 or more overlapping,combined_total,Bulgaria,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",0.0
3 or more overlapping,combined_total,Burkina Faso,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9877839.180427855
3 or more overlapping,combined_total,Burundi,Sub-Saharan Africa,5. Low income,Lakes,54757.77394520491
3 or more overlapping,combined_total,Burundi,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7916698.313124223
3 or more overlapping,combined_total,Burundi,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,3716941.9757407187
3 or more overlapping,combined_total,Cabo Verde,Sub-Saharan Africa,4. Lower middle income,None,0.0
3 or more overlapping,combined_total,Cabo Verde,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
3 or more overlapping,combined_total,Cambodia,East Asia & Pacific,5. Low income,Mangroves,127802.47594452556
3 or more overlapping,combined_total,Cambodia,East Asia & Pacific,5. Low income,None,0.0
3 or more overlapping,combined_total,Cambodia,East Asia & Pacific,5. Low income,Tropical & Subtropical Dry Broadleaf Forests,6575378.424119341
3 or more overlapping,combined_total,Cambodia,East Asia & Pacific,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,3058266.730493144
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,Flooded Grasslands & Savannas,0.0
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,Lakes,0.0
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,Mangroves,3487154.4566345476
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,None,223.7429377734661
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3482696.721828147
3 or more overlapping,combined_total,Cameroon,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,3906738.4344620244
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Boreal Forests/Taiga,539166.9024275385
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Lakes,173313.62909018807
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,None,214729.66037113592
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Rock & Ice,0.0
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Temperate Broadleaf & Mixed Forests,7779905.4810740035
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Temperate Conifer Forests,3901288.1879845085
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",2833123.410540117
3 or more overlapping,combined_total,Canada,North America,1. High income: OECD,Tundra,0.0
3 or more overlapping,combined_total,Central African Republic,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",887920.2137595653
3 or more overlapping,combined_total,Central African Republic,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,1143889.4025558569
3 or more overlapping,combined_total,Chad,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,1209.3812406212091
3 or more overlapping,combined_total,Chad,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,56095.859237322584
3 or more overlapping,combined_total,Chad,Sub-Saharan Africa,5. Low income,Lakes,20995.499327433296
3 or more overlapping,combined_total,Chad,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6809570.330854573
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,893955.0038648583
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",8329527.608050708
